plant_name,plant_code,region,state,fuel_types,primary_technology
Brevig Mission,60260,Alaska,AK,DFO,Petroleum Liquids
Centennial,7112,Alaska,AK,DFO,Petroleum Liquids
Chester Lake,7168,Alaska,AK,WAT,Conventional Hydroelectric
Chevak,6311,Alaska,AK,DFO,Petroleum Liquids
Cooper Lake,6291,Alaska,AK,WAT,Conventional Hydroelectric
Craig (AK),421,Alaska,AK,DFO,Petroleum Liquids
Delta Power,56325,Alaska,AK,DFO,Petroleum Liquids
Delta Wind Farm,58511,Alaska,AK,WND,Onshore Wind Turbine
Dillingham,109,Alaska,AK,DFO,Petroleum Liquids
Dutch Harbor,7502,Alaska,AK,DFO,Petroleum Liquids
ESS Battery Microgrid,58405,Alaska,AK,MWH,Batteries
Eielson AFB Central Heat & Power Plant,50392,Alaska,AK,"DFO, SUB",Multiple
Eklutna Generation Station,58989,Alaska,AK,NG,Natural Gas Internal Combustion Engine
Eklutna Hydro Project,77,Alaska,AK,WAT,Conventional Hydroelectric
Elim,57060,Alaska,AK,DFO,Petroleum Liquids
Emmonak,6314,Alaska,AK,DFO,Petroleum Liquids
Eva Creek Wind,57935,Alaska,AK,WND,Onshore Wind Turbine
Eyak Service Center BESS,62714,Alaska,AK,MWH,Batteries
Fairbanks,6286,Alaska,AK,DFO,Petroleum Liquids
False Island,56146,Alaska,AK,DFO,Petroleum Liquids
Fire Island Wind,58425,Alaska,AK,WND,Onshore Wind Turbine
Flywheel Energy Storage System Microgrid,60563,Alaska,AK,MWH,Flywheels
Fort Greely Power Plant,54834,Alaska,AK,DFO,Petroleum Liquids
Galena Electric Utility,7437,Alaska,AK,DFO,Petroleum Liquids
Gambell,57062,Alaska,AK,DFO,Petroleum Liquids
George M Sullivan Generation Plant 2,6559,Alaska,AK,NG,Multiple
Glennallen,6305,Alaska,AK,DFO,Petroleum Liquids
Goat Lake Hydro,7751,Alaska,AK,WAT,Conventional Hydroelectric
Gold Creek,63,Alaska,AK,"DFO, WAT",Multiple
Green Lake,313,Alaska,AK,WAT,Conventional Hydroelectric
Gustavus,65767,Alaska,AK,DFO,Petroleum Liquids
Gwitchyaa Zhee,7174,Alaska,AK,DFO,Petroleum Liquids
Haines,69,Alaska,AK,DFO,Petroleum Liquids
Hank Nikkels Plant 1,75,Alaska,AK,"DFO, NG",Multiple
Healy,6288,Alaska,AK,"DFO, LIG",Multiple
Hiilangaay Hydro,59037,Alaska,AK,WAT,Conventional Hydroelectric
Hoonah,7463,Alaska,AK,DFO,Petroleum Liquids
Hooper Bay,6319,Alaska,AK,DFO,Petroleum Liquids
Humpback Creek,7042,Alaska,AK,WAT,Conventional Hydroelectric
Hydaburg,423,Alaska,AK,DFO,Petroleum Liquids
Industrial Plant,59793,Alaska,AK,DFO,Petroleum Liquids
International,6293,Alaska,AK,NG,Natural Gas Fired Combustion Turbine
JBER Landfill Gas Power Plant,58380,Alaska,AK,LFG,Landfill Gas
Jarvis Street,6801,Alaska,AK,DFO,Petroleum Liquids
Kake,7464,Alaska,AK,DFO,Petroleum Liquids
Kasidaya Creek Hydro,56542,Alaska,AK,WAT,Conventional Hydroelectric
Kasigluk,57066,Alaska,AK,DFO,Petroleum Liquids
Ketchikan,84,Alaska,AK,WAT,Conventional Hydroelectric
Kiana,6323,Alaska,AK,DFO,Petroleum Liquids
King Cove,7493,Alaska,AK,"DFO, WAT",Multiple
Kivalina,57065,Alaska,AK,DFO,Petroleum Liquids
Klawock Power Generation Station,61684,Alaska,AK,DFO,Petroleum Liquids
Kodiak Microgrid,6281,Alaska,AK,DFO,Petroleum Liquids
Kotlik,57064,Alaska,AK,DFO,Petroleum Liquids
Kotzebue Hybrid,6304,Alaska,AK,"DFO, MWH, SUN, WND",Multiple
Koyuk,57059,Alaska,AK,DFO,Petroleum Liquids
Lake Dorothy Hydroelectric Project,57085,Alaska,AK,WAT,Conventional Hydroelectric
Lemon Creek,64,Alaska,AK,DFO,Petroleum Liquids
Marshall,60244,Alaska,AK,DFO,Petroleum Liquids
McGrath,6555,Alaska,AK,DFO,Petroleum Liquids
Mountain Village,6329,Alaska,AK,DFO,Petroleum Liquids
NSB Anaktuvuk Pass,7487,Alaska,AK,DFO,Petroleum Liquids
NSB Atqasuk Utility,7482,Alaska,AK,DFO,Petroleum Liquids
NSB Kaktovik Utility,7483,Alaska,AK,DFO,Petroleum Liquids
NSB Nuiqsut Utility,7484,Alaska,AK,"DFO, NG",Multiple
NSB Point Hope Utility,7485,Alaska,AK,DFO,Petroleum Liquids
NSB Point Lay Utility,7486,Alaska,AK,DFO,Petroleum Liquids
NSB Wainwright Utility,7488,Alaska,AK,DFO,Petroleum Liquids
Naknek,6301,Alaska,AK,DFO,Petroleum Liquids
New Stuyahok,60245,Alaska,AK,DFO,Petroleum Liquids
Newhalen,7183,Alaska,AK,"DFO, WAT",Multiple
Nikiski Combined Cycle,55966,Alaska,AK,NG,Natural Gas Fired Combined Cycle
Noatak,57051,Alaska,AK,DFO,Petroleum Liquids
Noorvik,6330,Alaska,AK,DFO,Petroleum Liquids
North Pole,6285,Alaska,AK,"DFO, WO",Petroleum Liquids
Northway,7169,Alaska,AK,DFO,Petroleum Liquids
Nunapitchuk,6333,Alaska,AK,DFO,Petroleum Liquids
Nymans Plant Microgrid,7723,Alaska,AK,DFO,Petroleum Liquids
Orca,789,Alaska,AK,DFO,Petroleum Liquids
Pelican,6702,Alaska,AK,"DFO, WAT",Multiple
Petersburg,91,Alaska,AK,"DFO, WAT",Multiple
Pillar Mountain Wind Project Microgrid,57187,Alaska,AK,WND,Onshore Wind Turbine
Pilot Station,57058,Alaska,AK,DFO,Petroleum Liquids
Port Lions Microgrid,6282,Alaska,AK,DFO,Petroleum Liquids
Power Creek,7862,Alaska,AK,WAT,Conventional Hydroelectric
Purple Lake,6302,Alaska,AK,WAT,Conventional Hydroelectric
Quinhagak,57057,Alaska,AK,DFO,Petroleum Liquids
S W Bailey,85,Alaska,AK,DFO,Petroleum Liquids
Salmon Creek 1,65,Alaska,AK,WAT,Conventional Hydroelectric
Sand Point,1,Alaska,AK,"DFO, WND",Multiple
Savoonga,57052,Alaska,AK,DFO,Petroleum Liquids
Scammon Bay,57056,Alaska,AK,DFO,Petroleum Liquids
Selawik,6341,Alaska,AK,DFO,Petroleum Liquids
Seldovia,6283,Alaska,AK,DFO,Petroleum Liquids
Seward (AK),92,Alaska,AK,DFO,Petroleum Liquids
Shishmaref,6345,Alaska,AK,DFO,Petroleum Liquids
Shungnak,57063,Alaska,AK,DFO,Petroleum Liquids
Silvis,6581,Alaska,AK,WAT,Conventional Hydroelectric
Skagway,66,Alaska,AK,"DFO, WAT",Multiple
Slana Generating Station	,61685,Alaska,AK,DFO,Petroleum Liquids
Snake River,90,Alaska,AK,"DFO, WND",Multiple
Snettisham,78,Alaska,AK,WAT,Conventional Hydroelectric
Soldotna,57206,Alaska,AK,"MWH, NG",Multiple
Solomon Gulch,390,Alaska,AK,WAT,Conventional Hydroelectric
South Fork,56265,Alaska,AK,WAT,Conventional Hydroelectric
Southcentral Power Project,57036,Alaska,AK,NG,Natural Gas Fired Combined Cycle
St Marys IC,6338,Alaska,AK,DFO,Petroleum Liquids
St. Michael,57061,Alaska,AK,DFO,Petroleum Liquids
Stebbins,57055,Alaska,AK,DFO,Petroleum Liquids
Swampy Acres Microgrid,60250,Alaska,AK,DFO,Petroleum Liquids
Swan Lake,70,Alaska,AK,WAT,Conventional Hydroelectric
TNSG North Plant,58278,Alaska,AK,"DFO, NG",Multiple
TNSG South Plant,58117,Alaska,AK,NG,Natural Gas Internal Combustion Engine
Terror Lake Microgrid,71,Alaska,AK,WAT,Conventional Hydroelectric
Tesoro Kenai Cogeneration Plant,52184,Alaska,AK,NG,Natural Gas Fired Combustion Turbine
Thorne Bay Plant,7414,Alaska,AK,DFO,Petroleum Liquids
Togiak,6348,Alaska,AK,DFO,Petroleum Liquids
Tok,406,Alaska,AK,DFO,Petroleum Liquids
Toksook Bay,57067,Alaska,AK,DFO,Petroleum Liquids
Tyee Lake Hydroelectric Facility,61166,Alaska,AK,WAT,Conventional Hydroelectric
Unalakleet,6299,Alaska,AK,DFO,Petroleum Liquids
Unalaska Power Module,7503,Alaska,AK,DFO,Petroleum Liquids
Unisea G 2,54422,Alaska,AK,DFO,Petroleum Liquids
University of Alaska Fairbanks,50711,Alaska,AK,"DFO, SUB",Multiple
Upper Kalskag,57054,Alaska,AK,DFO,Petroleum Liquids
Utility Plants Section,50308,Alaska,AK,SUB,Conventional Steam Coal
Valdez,6306,Alaska,AK,DFO,Petroleum Liquids
Valdez Cogen,7841,Alaska,AK,WO,Petroleum Liquids
Viking,56147,Alaska,AK,DFO,Petroleum Liquids
Westward Seafoods,54305,Alaska,AK,DFO,Petroleum Liquids
Whitman,58977,Alaska,AK,WAT,Conventional Hydroelectric
Wrangell,95,Alaska,AK,DFO,Petroleum Liquids
Yakutat,6637,Alaska,AK,DFO,Petroleum Liquids
Ainsworth Wind,56162,Central,NE,WND,Onshore Wind Turbine
"Airport 009239 SCS Lexington, LLC",65411,Central,NE,SUN,Solar Photovoltaic
Ansley,2214,Central,NE,"DFO, NG",Multiple
Archer Daniels Midland Columbus,57046,Central,NE,SUB,Conventional Steam Coal
Archer Daniels Midland Lincoln,10862,Central,NE,SUB,Conventional Steam Coal
Auburn,2215,Central,NE,NG,Natural Gas Internal Combustion Engine
Beatrice,8000,Central,NE,NG,Natural Gas Fired Combined Cycle
Beaver City,2217,Central,NE,"DFO, NG",Multiple
Broken Bow,2221,Central,NE,"DFO, NG",Multiple
"Broken Bow Wind II, LLC",58981,Central,NE,WND,Onshore Wind Turbine
Broken Bow Wind LLC,57593,Central,NE,WND,Onshore Wind Turbine
Burt County Solar Hybrid,64222,Central,NE,"MWH, SUN",Multiple
Burwell,2222,Central,NE,DFO,Petroleum Liquids
C W Burdick,2241,Central,NE,NG,Natural Gas Fired Combustion Turbine
CCC Hastings Wind Turbine,60931,Central,NE,WND,Onshore Wind Turbine
Cambridge,2223,Central,NE,DFO,Petroleum Liquids
Campbell Village,2225,Central,NE,DFO,Petroleum Liquids
Canaday,2226,Central,NE,NG,Natural Gas Steam Turbine
Cass County,55972,Central,NE,NG,Natural Gas Fired Combustion Turbine
Chappell,2230,Central,NE,DFO,Petroleum Liquids
City Light & Water,7481,Central,NE,DFO,Petroleum Liquids
City of Lexington,61467,Central,NE,SUN,Solar Photovoltaic
Columbus,2260,Central,NE,WAT,Conventional Hydroelectric
Cooper Nuclear Station,8036,Central,NE,NUC,Nuclear
Cottonwood Wind Energy Center,61407,Central,NE,WND,Onshore Wind Turbine
"Creston Ridge II, LLC",61668,Central,NE,WND,Onshore Wind Turbine
Creston Ridge Wind Farm,60932,Central,NE,WND,Onshore Wind Turbine
Crete,2231,Central,NE,DFO,Petroleum Liquids
Crofton Bluffs Wind LLC,57278,Central,NE,WND,Onshore Wind Turbine
Genesis Alkali,57915,Northwest,WY,SUB,Conventional Steam Coal
"Cuming County Renewables, LLC",63393,Central,NE,WND,Onshore Wind Turbine
Curtis,2232,Central,NE,NG,Natural Gas Internal Combustion Engine
David City,2233,Central,NE,"DFO, NG",Multiple
Deshler,2234,Central,NE,DFO,Petroleum Liquids
Dodge County Solar Hybrid,64223,Central,NE,"MWH, SUN",Multiple
Don Henry,2243,Central,NE,NG,Natural Gas Fired Combustion Turbine
Elk City Station,7955,Central,NE,LFG,Landfill Gas
Elkhorn Ridge Wind LLC,56947,Central,NE,WND,Onshore Wind Turbine
Emerson,2235,Central,NE,"DFO, NG",Multiple
Falls City,2237,Central,NE,"DFO, NG",Multiple
Flat Water Wind Farm LLC,57283,Central,NE,WND,Onshore Wind Turbine
Fort Calhoun Community Solar,63844,Central,NE,SUN,Solar Photovoltaic
Franklin (NE),2238,Central,NE,DFO,Petroleum Liquids
Gavins Point,6624,Central,NE,WAT,Conventional Hydroelectric
Gerald Gentleman,6077,Central,NE,SUB,Conventional Steam Coal
Grande Prairie Wind Farm,58695,Central,NE,WND,Onshore Wind Turbine
Hallam,2265,Central,NE,DFO,Petroleum Liquids
Hastings Community Solar Farm,62833,Central,NE,SUN,Solar Photovoltaic
"Haystack Wind Project, LLC",64139,Central,NE,WND,Onshore Wind Turbine
Hebron,2266,Central,NE,DFO,Petroleum Liquids
Holdrege Solar Center,59713,Central,NE,SUN,Solar Photovoltaic
J Street,2250,Central,NE,NG,Natural Gas Fired Combustion Turbine
Jeffrey,2227,Central,NE,WAT,Conventional Hydroelectric
Johnson 1,2228,Central,NE,WAT,Conventional Hydroelectric
Johnson 2,2229,Central,NE,WAT,Conventional Hydroelectric
Jones Street,2290,Central,NE,DFO,Petroleum Liquids
Kearney,2268,Central,NE,WAT,Conventional Hydroelectric
Kearney NPPD Solar Project,61884,Central,NE,SUN,Solar Photovoltaic
Kimball,2248,Central,NE,DFO,Petroleum Liquids
Kimball Wind,56106,Central,NE,WND,Onshore Wind Turbine
Kingsley,785,Central,NE,WAT,Conventional Hydroelectric
Laredo Ridge Wind LLC,57262,Central,NE,WND,Onshore Wind Turbine
Laurel,2249,Central,NE,NG,Natural Gas Internal Combustion Engine
"Little Blue Wind Project, LLC",64336,Central,NE,WND,Onshore Wind Turbine
Lon Wright,2240,Central,NE,"NG, SUB, SUN",Multiple
Lyons,2253,Central,NE,DFO,Petroleum Liquids
Madison Utilities,7469,Central,NE,DFO,Petroleum Liquids
McCook,2271,Central,NE,DFO,Petroleum Liquids
Milligan 1 Wind Farm,64377,Central,NE,WND,Onshore Wind Turbine
Missouri River Wastewater Treatment,55033,Central,NE,OBG,Other Waste Biomass
Mobile,6229,Central,NE,DFO,Petroleum Liquids
Monroe (NE),2273,Central,NE,WAT,Conventional Hydroelectric
"Monroe 009452 SCS Cozad, LLC",65416,Central,NE,SUN,Solar Photovoltaic
Nebraska City,6096,Central,NE,SUB,Conventional Steam Coal
Nebraska City # 1,2255,Central,NE,"DFO, NG",Multiple
Nebraska City # 2,7555,Central,NE,"DFO, NG",Multiple
North Denver,2244,Central,NE,NG,Natural Gas Steam Turbine
North Omaha,2291,Central,NE,"NG, SUB",Multiple
North Platte,2274,Central,NE,WAT,Conventional Hydroelectric
Ord,2294,Central,NE,DFO,Petroleum Liquids
Oxford (NE),2295,Central,NE,NG,Natural Gas Internal Combustion Engine
Papillion Creek Wastewater,55027,Central,NE,OBG,Other Waste Biomass
Pender,2296,Central,NE,DFO,Petroleum Liquids
Perennial Windfarm,61677,Central,NE,WND,Onshore Wind Turbine
Plainview Muncipal Power,2297,Central,NE,DFO,Petroleum Liquids
Platte,59,Central,NE,SUB,Conventional Steam Coal
Plum Creek Wind Project (NE),62711,Central,NE,WND,Onshore Wind Turbine
"Polk County Renewables, LLC",62333,Central,NE,WND,Onshore Wind Turbine
Prairie Breeze,58322,Central,NE,WND,Onshore Wind Turbine
Prairie Breeze II,60262,Central,NE,WND,Onshore Wind Turbine
Prairie Breeze III,60314,Central,NE,WND,Onshore Wind Turbine
Rattlesnake Creek Wind Project,59292,Central,NE,WND,Onshore Wind Turbine
Red Cloud,2299,Central,NE,DFO,Petroleum Liquids
Rokeby,6373,Central,NE,"DFO, NG",Multiple
"SPPW1, LLC",66195,Central,NE,WND,Onshore Wind Turbine
Salt Valley Wind Plant,7965,Central,NE,WND,Onshore Wind Turbine
Sargent,2300,Central,NE,DFO,Petroleum Liquids
Sarpy County,2292,Central,NE,"DFO, NG",Multiple
Scribner Diesel Generation Facility,64420,Central,NE,DFO,Petroleum Liquids
Seward Wind Farm,61056,Central,NE,WND,Onshore Wind Turbine
Sheldon,2277,Central,NE,SUB,Conventional Steam Coal
Sholes Wind Energy Center,61889,Central,NE,WND,Onshore Wind Turbine
Sidney (NE),2302,Central,NE,"DFO, NG",Multiple
"South 49th 013445 SCS Norfolk, LLC",66178,Central,NE,SUN,Solar Photovoltaic
South Sioux City Energy Storage,65098,Central,NE,MWH,Batteries
South Sioux City Solar,60823,Central,NE,SUN,Solar Photovoltaic
Spalding,2303,Central,NE,"DFO, WAT",Multiple
Springview,7771,Central,NE,WND,Onshore Wind Turbine
Steele Flats Wind Project LLC,58594,Central,NE,WND,Onshore Wind Turbine
Stuart (NE),2305,Central,NE,"DFO, NG",Multiple
Syracuse # 2,2256,Central,NE,NG,Natural Gas Internal Combustion Engine
TPW Petersburg,57755,Central,NE,WND,Onshore Wind Turbine
Tecumseh,2308,Central,NE,NG,Natural Gas Internal Combustion Engine
Terry Bundy Generating Station,7887,Central,NE,"DFO, LFG, NG",Multiple
Thunderhead Wind Energy LLC,62956,Central,NE,WND,Onshore Wind Turbine
Upstream Wind Energy LLC,61784,Central,NE,WND,Onshore Wind Turbine
"Valentine Wind, LLC",59736,Central,NE,WND,Onshore Wind Turbine
Wahoo,2310,Central,NE,"DFO, NG",Multiple
Wakefield,2311,Central,NE,DFO,Petroleum Liquids
Wayne IC,2312,Central,NE,DFO,Petroleum Liquids
West Point Municipal,2313,Central,NE,DFO,Petroleum Liquids
"Western Meadowlark Solar SCS NE 1, LLC",64365,Central,NE,SUN,Solar Photovoltaic
Western Sugar Coop - Scottsbluff,57937,Central,NE,SUB,Conventional Steam Coal
Whelan Energy Center,60,Central,NE,"RC, SUB",Conventional Steam Coal
Wilber,2315,Central,NE,DFO,Petroleum Liquids
Wisner,2316,Central,NE,DFO,Petroleum Liquids
Albeni Falls,851,Northwest,ID,WAT,Conventional Hydroelectric
Amalgamated Sugar LLC Nampa,54690,Northwest,ID,NG,Natural Gas Steam Turbine
Amalgamated Sugar Twin Falls,10504,Northwest,ID,"BIT, NG",Multiple
American Falls,809,Northwest,ID,WAT,Conventional Hydroelectric
American Falls Solar,60011,Northwest,ID,SUN,Solar Photovoltaic
American Falls Solar II,60012,Northwest,ID,SUN,Solar Photovoltaic
Anderson Ranch,6395,Northwest,ID,WAT,Conventional Hydroelectric
Arrowrock Hydroelectric Project,56997,Northwest,ID,WAT,Conventional Hydroelectric
Ashton,825,Northwest,ID,WAT,Conventional Hydroelectric
BYUI Central Energy Facility,59496,Northwest,ID,NG,Natural Gas Fired Combustion Turbine
Bannock County LFG to Energy,59529,Northwest,ID,LFG,Landfill Gas
Barber Dam,10735,Northwest,ID,WAT,Conventional Hydroelectric
Bennett Creek Windfarm LLC - Mountain Home,56637,Northwest,ID,WND,Onshore Wind Turbine
Bennett Mountain,55733,Northwest,ID,NG,Natural Gas Fired Combustion Turbine
Big Sky Dairy Digester,57393,Northwest,ID,OBG,Other Waste Biomass
Birch Creek Power,10140,Northwest,ID,WAT,Conventional Hydroelectric
Black Canyon,6396,Northwest,ID,WAT,Conventional Hydroelectric
Blind Canyon Hydro,54514,Northwest,ID,WAT,Conventional Hydroelectric
Bliss,810,Northwest,ID,WAT,Conventional Hydroelectric
Boise R Diversion,6397,Northwest,ID,WAT,Conventional Hydroelectric
Brownlee,811,Northwest,ID,WAT,Conventional Hydroelectric
Burley Butte Windpark,56434,Northwest,ID,WND,Onshore Wind Turbine
Bypass,50895,Northwest,ID,WAT,Conventional Hydroelectric
C J Strike,812,Northwest,ID,WAT,Conventional Hydroelectric
Cabinet Gorge,833,Northwest,ID,WAT,Conventional Hydroelectric
Camp Reed,57125,Northwest,ID,WND,Onshore Wind Turbine
Cargill B6 Biofactory,57343,Northwest,ID,OBG,Other Waste Biomass
Cascade Dam,813,Northwest,ID,WAT,Conventional Hydroelectric
Cassia Gulch,56935,Northwest,ID,WND,Onshore Wind Turbine
Cassia Wind,56934,Northwest,ID,WND,Onshore Wind Turbine
Chester Diversion Hydroelectric Project,56893,Northwest,ID,WAT,Conventional Hydroelectric
City Power Plant,841,Northwest,ID,WAT,Conventional Hydroelectric
Clear Lake,814,Northwest,ID,WAT,Conventional Hydroelectric
Clearwater Paper IPP Lewiston,50637,Northwest,ID,BLQ,Wood/Wood Waste Biomass
Clif Bar Bakery of Twin Falls,62151,Northwest,ID,SUN,Solar Photovoltaic
Cold Springs Windfarm,57431,Northwest,ID,WND,Onshore Wind Turbine
Crystal Springs,10806,Northwest,ID,WAT,Conventional Hydroelectric
Desert Meadow Windfarm,57430,Northwest,ID,WND,Onshore Wind Turbine
Dietrich Drop,10807,Northwest,ID,WAT,Conventional Hydroelectric
Dry Creek Project,54394,Northwest,ID,WAT,Conventional Hydroelectric
Dworshak,840,Northwest,ID,WAT,Conventional Hydroelectric
El Dorado Hydro Elk Creek,50891,Northwest,ID,WAT,Conventional Hydroelectric
Evander Andrews Power Complex,7953,Northwest,ID,NG,Natural Gas Fired Combustion Turbine
Falls River Hydro,54668,Northwest,ID,WAT,Conventional Hydroelectric
Fargo Drop,58384,Northwest,ID,WAT,Conventional Hydroelectric
Felt,6359,Northwest,ID,WAT,Conventional Hydroelectric
Fighting Creek LFGTE Plant,57902,Northwest,ID,LFG,Landfill Gas
Ford Hydro LP,54674,Northwest,ID,WAT,Conventional Hydroelectric
Fossil Gulch,56308,Northwest,ID,WND,Onshore Wind Turbine
Gem State,790,Northwest,ID,WAT,Conventional Hydroelectric
Golden Valley Wind Park LLC,56435,Northwest,ID,WND,Onshore Wind Turbine
Goshen Phase II,57211,Northwest,ID,WND,Onshore Wind Turbine
Grace,827,Northwest,ID,WAT,Conventional Hydroelectric
Grand View Solar Two,60068,Northwest,ID,SUN,Solar Photovoltaic
Hammett Hill Windfarm,57428,Northwest,ID,WND,Onshore Wind Turbine
Hazelton B Hydro,54558,Northwest,ID,WAT,Conventional Hydroelectric
Head of U Canal Hydro Project,61217,Northwest,ID,WAT,Conventional Hydroelectric
Hidden Hollow Energy,57861,Northwest,ID,LFG,Landfill Gas
High Mesa,58019,Northwest,ID,WND,Onshore Wind Turbine
"Horse Butte Wind I, LLC",57890,Northwest,ID,WND,Onshore Wind Turbine
Horseshoe Bend Hydroelectric Co,54524,Northwest,ID,WAT,Conventional Hydroelectric
ID Solar,60445,Northwest,ID,SUN,Solar Photovoltaic
Island Park,4204,Northwest,ID,WAT,Conventional Hydroelectric
"Jackpot Solar, LLC",65778,Northwest,ID,SUN,Solar Photovoltaic
"Kettle Butte Digester, LLC",57345,Northwest,ID,OBG,Other Waste Biomass
Koyle Ranch Hydroelectric Project,10781,Northwest,ID,WAT,Conventional Hydroelectric
Langley Gulch Power Plant,57028,Northwest,ID,NG,Natural Gas Fired Combined Cycle
Last Chance,987,Northwest,ID,WAT,Conventional Hydroelectric
Lateral 10 Ventures,54753,Northwest,ID,WAT,Conventional Hydroelectric
Little Mac Project,10049,Northwest,ID,WAT,Conventional Hydroelectric
Little Wood Hydro Project,54386,Northwest,ID,WAT,Conventional Hydroelectric
Low Line Rapids,10808,Northwest,ID,WAT,Conventional Hydroelectric
Lower Malad,815,Northwest,ID,WAT,Conventional Hydroelectric
Lower No 1,7012,Northwest,ID,WAT,Conventional Hydroelectric
Lower No 2,843,Northwest,ID,WAT,Conventional Hydroelectric
Lower Salmon,816,Northwest,ID,WAT,Conventional Hydroelectric
Lucky Peak Power Plant Project,10014,Northwest,ID,WAT,Conventional Hydroelectric
MC6 Hydro Facility,64607,Northwest,ID,WAT,Conventional Hydroelectric
Magic Dam Hydroelectric Project,10740,Northwest,ID,WAT,Conventional Hydroelectric
Mainline Windfarm,57429,Northwest,ID,WND,Onshore Wind Turbine
Marco Ranch,50323,Northwest,ID,WAT,Conventional Hydroelectric
Marsh Valley Development,50972,Northwest,ID,WAT,Conventional Hydroelectric
Meadow Creek Project Company,58106,Northwest,ID,WND,Onshore Wind Turbine
Mile 28 Water Power Project,54812,Northwest,ID,WAT,Conventional Hydroelectric
Milner Butte LFGE,63755,Northwest,ID,LFG,Landfill Gas
Milner Dam Wind Park LLC,56437,Northwest,ID,WND,Onshore Wind Turbine
Milner Hydro,7190,Northwest,ID,WAT,Conventional Hydroelectric
Minidoka,6398,Northwest,ID,WAT,Conventional Hydroelectric
Mink Creek Hydro,10325,Northwest,ID,WAT,Conventional Hydroelectric
Mora Drop Hydroelectric Project,56498,Northwest,ID,WAT,Conventional Hydroelectric
Mountain Home,56636,Northwest,ID,WND,Onshore Wind Turbine
Moyie Springs,6506,Northwest,ID,WAT,Conventional Hydroelectric
"Mt. Home Solar 1, LLC",59695,Northwest,ID,SUN,Solar Photovoltaic
Murphy Flat Solar,60009,Northwest,ID,SUN,Solar Photovoltaic
North Gooding Main Hydro,61688,Northwest,ID,WAT,Conventional Hydroelectric
Notch Butte Hydro,50718,Northwest,ID,WAT,Conventional Hydroelectric
Oneida,829,Northwest,ID,WAT,Conventional Hydroelectric
Orchard Ranch Solar,60010,Northwest,ID,SUN,Solar Photovoltaic
Oregon Trail Wind Park,56439,Northwest,ID,WND,Onshore Wind Turbine
Palisades Dam,850,Northwest,ID,WAT,Conventional Hydroelectric
Payne's Ferry,57124,Northwest,ID,WND,Onshore Wind Turbine
Pilgrim Stage Wind Park,56440,Northwest,ID,WND,Onshore Wind Turbine
Plummer Cogen,55090,Northwest,ID,WDS,Wood/Wood Waste Biomass
Post Falls,835,Northwest,ID,WAT,Conventional Hydroelectric
Power County Wind Park North,57761,Northwest,ID,WND,Onshore Wind Turbine
Power County Wind Park South,57760,Northwest,ID,WND,Onshore Wind Turbine
Raft River Geothermal Power Plant,56317,Northwest,ID,GEO,Geothermal
Rathdrum,7456,Northwest,ID,NG,Natural Gas Fired Combustion Turbine
Rathdrum Power LLC,55179,Northwest,ID,NG,Natural Gas Fired Combined Cycle
Rock Creek I,50987,Northwest,ID,WAT,Conventional Hydroelectric
Rock Creek II,10809,Northwest,ID,WAT,Conventional Hydroelectric
Rockland Wind Farm,57766,Northwest,ID,WND,Onshore Wind Turbine
Ryegrass Windfarm,57427,Northwest,ID,WND,Onshore Wind Turbine
S E Hazelton A,50896,Northwest,ID,WAT,Conventional Hydroelectric
Salmon Diesel,817,Northwest,ID,DFO,Petroleum Liquids
Salmon Falls Wind Park,56441,Northwest,ID,WND,Onshore Wind Turbine
Sawtooth Wind Project,57749,Northwest,ID,WND,Onshore Wind Turbine
Shoshone Falls,818,Northwest,ID,WAT,Conventional Hydroelectric
Simcoe Solar,60748,Northwest,ID,SUN,Solar Photovoltaic
Simplot Leasing Don Plant,50274,Northwest,ID,WH,All Other
Smith Falls Hydro Project,54249,Northwest,ID,WAT,Conventional Hydroelectric
Soda,831,Northwest,ID,WAT,Conventional Hydroelectric
South Forks Hydro,10296,Northwest,ID,WAT,Conventional Hydroelectric
Swan Falls,819,Northwest,ID,WAT,Conventional Hydroelectric
Tamarack Energy Partnership,50099,Northwest,ID,WDS,Wood/Wood Waste Biomass
Thousand Springs,820,Northwest,ID,WAT,Conventional Hydroelectric
Thousand Springs Wind Park,56442,Northwest,ID,WND,Onshore Wind Turbine
Tuana Gulch Wind Park,56443,Northwest,ID,WND,Onshore Wind Turbine
Tuana Springs,57136,Northwest,ID,WND,Onshore Wind Turbine
Twin Falls (ID),821,Northwest,ID,WAT,Conventional Hydroelectric
Two Ponds Windfarm,57444,Northwest,ID,WND,Onshore Wind Turbine
Upper Malad,823,Northwest,ID,WAT,Conventional Hydroelectric
Upper Power Plant,844,Northwest,ID,WAT,Conventional Hydroelectric
Upper Salmon A,822,Northwest,ID,WAT,Conventional Hydroelectric
Upper Salmon B,7079,Northwest,ID,WAT,Conventional Hydroelectric
Wilson Lake Hydroelectric Project,54306,Northwest,ID,WAT,Conventional Hydroelectric
Wolverine Creek,56301,Northwest,ID,WND,Onshore Wind Turbine
Yahoo Creek,57126,Northwest,ID,WND,Onshore Wind Turbine
Alcova,6409,Northwest,WY,WAT,Conventional Hydroelectric
Arvada,8028,Northwest,WY,NG,Natural Gas Fired Combustion Turbine
Barber Creek,8030,Northwest,WY,NG,Natural Gas Fired Combustion Turbine
Beaver Creek Gas Plant,55278,Northwest,WY,"NG, WH",Multiple
