plant_name,plant_code,region,state,fuel_types,primary_technology
"Shelby, NC",54363,Carolinas,NC,DFO,Petroleum Liquids
"Shelby, Toms Street",56063,Carolinas,NC,DFO,Petroleum Liquids
Shelter Solar,60156,Carolinas,NC,SUN,Solar Photovoltaic
Sherwood H Smith Jr Energy Complex,7805,Carolinas,NC,NG,Multiple
Shiloh Hwy Solar,62691,Carolinas,NC,SUN,Solar Photovoltaic
"Shoe Creek Solar, LLC",60380,Carolinas,NC,SUN,Solar Photovoltaic
Sigmon Catawba Farm,58861,Carolinas,NC,SUN,Solar Photovoltaic
"Siler 421 Farm, LLC",61019,Carolinas,NC,SUN,Solar Photovoltaic
Siler City Solar 2,64121,Carolinas,NC,SUN,Solar Photovoltaic
Simons Farm,59149,Carolinas,NC,SUN,Solar Photovoltaic
Smith Solar Farm,65567,Carolinas,NC,SUN,Solar Photovoltaic
Smithfield Farmland Corp Bladen,54823,Carolinas,NC,DFO,Petroleum Liquids
Smithfield Packaged Meats Corp.,58575,Carolinas,NC,DFO,Petroleum Liquids
Smithfield Packaged Meats Corp.,56035,Carolinas,NC,DFO,Petroleum Liquids
Sneads Grove,65551,Carolinas,NC,SUN,Solar Photovoltaic
"Snow Camp Solar, LLC",60367,Carolinas,NC,SUN,Solar Photovoltaic
Snow Hill Solar 2 LLC,59106,Carolinas,NC,SUN,Solar Photovoltaic
"SoINCPower5, LLC",59857,Carolinas,NC,SUN,Solar Photovoltaic
"SoINCPower6, LLC",59856,Carolinas,NC,SUN,Solar Photovoltaic
"Solar Lee, LLC",64237,Carolinas,NC,SUN,Solar Photovoltaic
Solar Star North Carolina II LLC,57435,Carolinas,NC,SUN,Solar Photovoltaic
Soluga Farms 1,59191,Carolinas,NC,SUN,Solar Photovoltaic
Soluga Farms 2 LLC,59192,Carolinas,NC,SUN,Solar Photovoltaic
Soluga Farms III,60580,Carolinas,NC,SUN,Solar Photovoltaic
Soluga Farms IV,59934,Carolinas,NC,SUN,Solar Photovoltaic
Sonne One,58782,Carolinas,NC,SUN,Solar Photovoltaic
Sonne Two,58829,Carolinas,NC,SUN,Solar Photovoltaic
Sophie Solar,58745,Carolinas,NC,SUN,Solar Photovoltaic
Soul City Solar,59606,Carolinas,NC,SUN,Solar Photovoltaic
South Atlantic Services Solar Farm I,60798,Carolinas,NC,SUN,Solar Photovoltaic
South Louisburg Solar,59825,Carolinas,NC,SUN,Solar Photovoltaic
South Robeson Farm,58273,Carolinas,NC,SUN,Solar Photovoltaic
"South Winston Farm, LLC",60409,Carolinas,NC,SUN,Solar Photovoltaic
Southerland Farm Solar,60553,Carolinas,NC,SUN,Solar Photovoltaic
"Speedway Solar NC, LLC",62821,Carolinas,NC,SUN,Solar Photovoltaic
"Spencer Farm, LLC",61220,Carolinas,NC,SUN,Solar Photovoltaic
Spencer Meadow Solar Energy Storage,64520,Carolinas,NC,"MWH, SUN",Multiple
Spicewood Solar Farm LLC,59109,Carolinas,NC,SUN,Solar Photovoltaic
"Spring Hope Solar 3, LLC",62997,Carolinas,NC,SUN,Solar Photovoltaic
"Spring Valley Farm 2, LLC",59593,Carolinas,NC,SUN,Solar Photovoltaic
"St. Pauls Solar 1, LLC",60396,Carolinas,NC,SUN,Solar Photovoltaic
St. Pauls Solar 2,61156,Carolinas,NC,SUN,Solar Photovoltaic
Stagecoach Solar,59604,Carolinas,NC,SUN,Solar Photovoltaic
Stainback Solar Farm,60257,Carolinas,NC,SUN,Solar Photovoltaic
"Stanly Solar, LLC",64702,Carolinas,NC,SUN,Solar Photovoltaic
Star Solar,58746,Carolinas,NC,SUN,Solar Photovoltaic
Starr,62602,Carolinas,NC,SUN,Solar Photovoltaic
Statesville Delivery No 3,56552,Carolinas,NC,DFO,Petroleum Liquids
Statesville Solar,61535,Carolinas,NC,SUN,Solar Photovoltaic
"Statesville, Highway 64",56062,Carolinas,NC,DFO,Petroleum Liquids
Stikeleather Farm,59595,Carolinas,NC,SUN,Solar Photovoltaic
Stone Solar,61085,Carolinas,NC,SUN,Solar Photovoltaic
"Stony Knoll Solar, LLC",62820,Carolinas,NC,SUN,Solar Photovoltaic
Stout Farm,59581,Carolinas,NC,SUN,Solar Photovoltaic
"Strider Solar, LLC",63270,Carolinas,NC,SUN,Solar Photovoltaic
Sugar Run Solar,60189,Carolinas,NC,SUN,Solar Photovoltaic
"Sugar Solar, LLC",63807,Carolinas,NC,SUN,Solar Photovoltaic
Summit Farms Solar,60611,Carolinas,NC,SUN,Solar Photovoltaic
Sun Devil Solar,59505,Carolinas,NC,SUN,Solar Photovoltaic
"Sun Farm V, LLC",61287,Carolinas,NC,SUN,Solar Photovoltaic
"Sun Farm VI, LLC",61842,Carolinas,NC,SUN,Solar Photovoltaic
"Sun Farm VIII, LLC",64311,Carolinas,NC,SUN,Solar Photovoltaic
SunEdison LV Sutton Plant Site,56938,Carolinas,NC,SUN,Solar Photovoltaic
"SunEnergy1-Scotland Neck, LLC",59898,Carolinas,NC,SUN,Solar Photovoltaic
"Suncaster, LLC",64477,Carolinas,NC,SUN,Solar Photovoltaic
Sunfish Farm,58864,Carolinas,NC,SUN,Solar Photovoltaic
Sunflower Solar,60638,Carolinas,NC,SUN,Solar Photovoltaic
"Swansboro Solar, LLC",64476,Carolinas,NC,SUN,Solar Photovoltaic
"Sweet Tea Solar, LLC",64273,Carolinas,NC,SUN,Solar Photovoltaic
Sweetgum Solar,59824,Carolinas,NC,SUN,Solar Photovoltaic
"TWE Chocowinity Solar, LLC",60048,Carolinas,NC,SUN,Solar Photovoltaic
"TWE New Bern Solar Project, LLC",60191,Carolinas,NC,SUN,Solar Photovoltaic
Tamworth Holdings,60394,Carolinas,NC,SUN,Solar Photovoltaic
Tanager Holdings,60691,Carolinas,NC,SUN,Solar Photovoltaic
Tarboro Solar,59648,Carolinas,NC,SUN,Solar Photovoltaic
Tart Farm,59583,Carolinas,NC,SUN,Solar Photovoltaic
Tate Solar,60160,Carolinas,NC,SUN,Solar Photovoltaic
Taylorsville Solar LLC,57402,Carolinas,NC,SUN,Solar Photovoltaic
Tennessee Creek,2749,Carolinas,NC,WAT,Conventional Hydroelectric
"Terreva Wayne County RNG, LLC",57366,Carolinas,NC,LFG,Landfill Gas
"Thanksgiving Fire Solar Farm, LLC",62786,Carolinas,NC,SUN,Solar Photovoltaic
Thornton PV1,59152,Carolinas,NC,SUN,Solar Photovoltaic
Thorpe,2750,Carolinas,NC,WAT,Conventional Hydroelectric
Three Bridge,62540,Carolinas,NC,SUN,Solar Photovoltaic
Thunderhead,65111,Carolinas,NC,SUN,Solar Photovoltaic
Tiburon Holdings,59217,Carolinas,NC,SUN,Solar Photovoltaic
Tides Lane Farm,60429,Carolinas,NC,SUN,Solar Photovoltaic
Tillery,2714,Carolinas,NC,WAT,Conventional Hydroelectric
Tinker (NC),65550,Carolinas,NC,SUN,Solar Photovoltaic
Tolson Solar,61131,Carolinas,NC,SUN,Solar Photovoltaic
Town of Cary,59377,Carolinas,NC,SUN,Solar Photovoltaic
Tracy Solar,59498,Carolinas,NC,SUN,Solar Photovoltaic
Trent River Farm,65549,Carolinas,NC,SUN,Solar Photovoltaic
"Trent River Solar, LLC",63842,Carolinas,NC,SUN,Solar Photovoltaic
Trinity Solar,60291,Carolinas,NC,SUN,Solar Photovoltaic
Tripple State Farm,61086,Carolinas,NC,SUN,Solar Photovoltaic
"Trojan Solar, LLC",64366,Carolinas,NC,SUN,Solar Photovoltaic
Truman (NC),65548,Carolinas,NC,SUN,Solar Photovoltaic
Tuckasegee,2751,Carolinas,NC,WAT,Conventional Hydroelectric
Tuckertown Hydro,54897,Carolinas,NC,WAT,Conventional Hydroelectric
Turkey Branch Solar LLC,58670,Carolinas,NC,SUN,Solar Photovoltaic
Turkey Creek PV1,60000,Carolinas,NC,SUN,Solar Photovoltaic
Turner Shoals,2735,Carolinas,NC,WAT,Conventional Hydroelectric
Tuxedo,2736,Carolinas,NC,WAT,Conventional Hydroelectric
Two Lines Farm,58348,Carolinas,NC,SUN,Solar Photovoltaic
Two Mile Desert Project,60510,Carolinas,NC,SUN,Solar Photovoltaic
Two Mile Solar,59427,Carolinas,NC,SUN,Solar Photovoltaic
Underwood PV2,60998,Carolinas,NC,SUN,Solar Photovoltaic
Univ of NC Chapel Hill Cogen Facility,54276,Carolinas,NC,"BIT, DFO",Multiple
Upchurch Solar Center LLC,58812,Carolinas,NC,SUN,Solar Photovoltaic
Uwharrie Mountain Renewable,58526,Carolinas,NC,LFG,Landfill Gas
Van Buren,64674,Carolinas,NC,SUN,Solar Photovoltaic
"Van Slyke Solar Center, LLC",59761,Carolinas,NC,SUN,Solar Photovoltaic
"Vance Solar Farm, LLC",59928,Carolinas,NC,SUN,Solar Photovoltaic
Vaughn Creek PV1,60001,Carolinas,NC,SUN,Solar Photovoltaic
"Ventura Solar, LLC",63734,Carolinas,NC,SUN,Solar Photovoltaic
Vickers,59190,Carolinas,NC,SUN,Solar Photovoltaic
Vicksburg Solar,59605,Carolinas,NC,SUN,Solar Photovoltaic
Violet Solar,60961,Carolinas,NC,SUN,Solar Photovoltaic
Viper Solar,60920,Carolinas,NC,SUN,Solar Photovoltaic
W H Weatherspoon,2716,Carolinas,NC,DFO,Petroleum Liquids
Waco Farm,58863,Carolinas,NC,SUN,Solar Photovoltaic
Wadesboro 4,62627,Carolinas,NC,SUN,Solar Photovoltaic
Wadesboro Farm 1,61087,Carolinas,NC,SUN,Solar Photovoltaic
Wadesboro Farm 2,60575,Carolinas,NC,SUN,Solar Photovoltaic
Wadesboro Farm 3,60576,Carolinas,NC,SUN,Solar Photovoltaic
Wadesboro Solar,61129,Carolinas,NC,SUN,Solar Photovoltaic
Wagstaff Farm 1,58862,Carolinas,NC,SUN,Solar Photovoltaic
Wake County LFG Facility,59688,Carolinas,NC,LFG,Landfill Gas
Wakefield Solar,61536,Carolinas,NC,SUN,Solar Photovoltaic
Wallace,59050,Carolinas,NC,SUN,Solar Photovoltaic
Walters,2715,Carolinas,NC,WAT,Conventional Hydroelectric
Walters Solar (FLS 260),59603,Carolinas,NC,SUN,Solar Photovoltaic
Warbler Holdings,60393,Carolinas,NC,SUN,Solar Photovoltaic
Ward WTP,57607,Carolinas,NC,DFO,Petroleum Liquids
Warren Solar Farm LLC,62223,Carolinas,NC,SUN,Solar Photovoltaic
Warrenton Farm,58312,Carolinas,NC,SUN,Solar Photovoltaic
Warrenton I Solar,62100,Carolinas,NC,SUN,Solar Photovoltaic
Warsaw Farm,58848,Carolinas,NC,SUN,Solar Photovoltaic
Warsaw I,59119,Carolinas,NC,SUN,Solar Photovoltaic
Warsaw II,59120,Carolinas,NC,SUN,Solar Photovoltaic
Washington Airport Solar LLC,58845,Carolinas,NC,SUN,Solar Photovoltaic
"Washington Millfield Solar, LLC",58846,Carolinas,NC,SUN,Solar Photovoltaic
Washington White Post Solar LLC,58135,Carolinas,NC,SUN,Solar Photovoltaic
Waste Management Piedmont LFGTE Project,57169,Carolinas,NC,LFG,Landfill Gas
Water Filter Plant #2,55534,Carolinas,NC,DFO,Petroleum Liquids
Watson Seed Farm PV1,59153,Carolinas,NC,SUN,Solar Photovoltaic
Watts Farm,58317,Carolinas,NC,SUN,Solar Photovoltaic
Wayne County,7538,Carolinas,NC,NG,Natural Gas Fired Combustion Turbine
Wayne Solar I LLC,60602,Carolinas,NC,SUN,Solar Photovoltaic
Wayne Solar II LLC,60598,Carolinas,NC,SUN,Solar Photovoltaic
Wayne Solar III LLC,60597,Carolinas,NC,SUN,Solar Photovoltaic
Wedge,65547,Carolinas,NC,SUN,Solar Photovoltaic
Wellons Farm,59584,Carolinas,NC,SUN,Solar Photovoltaic
Wendell Solar Farm LLC,62595,Carolinas,NC,SUN,Solar Photovoltaic
West Salisbury Farm LLC,59111,Carolinas,NC,SUN,Solar Photovoltaic
West Siler,59112,Carolinas,NC,SUN,Solar Photovoltaic
Westside WWTP,57608,Carolinas,NC,DFO,Petroleum Liquids
Whitakers,59526,Carolinas,NC,SUN,Solar Photovoltaic
Whitakers Farm (Fisher Rd),60438,Carolinas,NC,SUN,Solar Photovoltaic
White Cross Farm,58341,Carolinas,NC,SUN,Solar Photovoltaic
"White Farm Solar, LLC",60363,Carolinas,NC,SUN,Solar Photovoltaic
White Street Renewables,60364,Carolinas,NC,"LFG, SUN",Multiple
Wilkinson Solar LLC,62544,Carolinas,NC,SUN,Solar Photovoltaic
Willard Solar,60287,Carolinas,NC,SUN,Solar Photovoltaic
Williamston Solar,59176,Carolinas,NC,SUN,Solar Photovoltaic
"Williamston Speight Solar, LLC",60787,Carolinas,NC,SUN,Solar Photovoltaic
"Williamston West Farm, LLC",60484,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Farm 1,58342,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 1,61274,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 2,61275,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 3,61276,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 4,61277,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 5,61278,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 6,61279,Carolinas,NC,SUN,Solar Photovoltaic
Wilson Solar Farm 7,61280,Carolinas,NC,SUN,Solar Photovoltaic
"Windsor Cooper HIill Solar, LLC",58847,Carolinas,NC,SUN,Solar Photovoltaic
Windsor Hwy 17 Solar,64678,Carolinas,NC,SUN,Solar Photovoltaic
Windsor Solar,59171,Carolinas,NC,SUN,Solar Photovoltaic
Winton Solar,59177,Carolinas,NC,SUN,Solar Photovoltaic
Woodland Church Farm,59586,Carolinas,NC,SUN,Solar Photovoltaic
Woodland Solar,59175,Carolinas,NC,SUN,Solar Photovoltaic
Woodleaf Solar Facility,62304,Carolinas,NC,SUN,Solar Photovoltaic
"Woodsdale Farm, LLC",63272,Carolinas,NC,SUN,Solar Photovoltaic
Works 53,58046,Carolinas,NC,DFO,Petroleum Liquids
Wortham Solar Farm,60361,Carolinas,NC,SUN,Solar Photovoltaic
"Wyse Fork Solar Farm, LLC",64822,Carolinas,NC,SUN,Solar Photovoltaic
XPF Solar Field,59146,Carolinas,NC,SUN,Solar Photovoltaic
Yadkin 601 Farm,59587,Carolinas,NC,SUN,Solar Photovoltaic
Yadkinville Solar,59950,Carolinas,NC,SUN,Solar Photovoltaic
Yanceyville Farm,58343,Carolinas,NC,SUN,Solar Photovoltaic
Yanceyville Farm 2 LLC,59113,Carolinas,NC,SUN,Solar Photovoltaic
"Yanceyville Farm 3, LLC",60240,Carolinas,NC,SUN,Solar Photovoltaic
"York Road Solar I, LLC",60107,Carolinas,NC,SUN,Solar Photovoltaic
ZV Solar 1,60980,Carolinas,NC,SUN,Solar Photovoltaic
"ZV Solar 2, LLC",61257,Carolinas,NC,SUN,Solar Photovoltaic
"ZV Solar 3, LLC",60549,Carolinas,NC,SUN,Solar Photovoltaic
"Zuma Solar, LLC",64367,Carolinas,NC,SUN,Solar Photovoltaic
"13 Mile Solar, LLC",64456,Midwest,MI,SUN,Solar Photovoltaic
491 E 48th Street,7268,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
A.J. Mihm Generating Station,61391,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Ada Cogeneration LP,10819,Midwest,MI,NG,Natural Gas Fired Combined Cycle
Ada Dam,50433,Midwest,MI,WAT,Conventional Hydroelectric
Adrian Energy Associates LLC,54903,Midwest,MI,LFG,Landfill Gas
Alcona,1693,Midwest,MI,WAT,Conventional Hydroelectric
Allegan Dam,1694,Midwest,MI,WAT,Conventional Hydroelectric
Alpena Cement Plant,50305,Midwest,MI,PC,Petroleum Coke
Alpine Power Plant,59926,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
"Angola Solar, LLC",64500,Midwest,MI,SUN,Solar Photovoltaic
Apple Blossom Wind Farm,58690,Midwest,MI,WND,Onshore Wind Turbine
Assembly Solar II LLC,63538,Midwest,MI,SUN,Solar Photovoltaic
Assembly Solar III,64196,Midwest,MI,SUN,Solar Photovoltaic
Assembly Solar Project,62422,Midwest,MI,SUN,Solar Photovoltaic
Autumn Hills Generating Facility,63709,Midwest,MI,LFG,Landfill Gas
Battle Creek Mill,58052,Midwest,MI,NG,Natural Gas Steam Turbine
Bay Windpower I,55944,Midwest,MI,WND,Onshore Wind Turbine
Beaumont Hospital Dearborn Campus,50260,Midwest,MI,DFO,Petroleum Liquids
Beaver Island,7831,Midwest,MI,DFO,Petroleum Liquids
Beebe 1A,58020,Midwest,MI,WND,Onshore Wind Turbine
Beebe 1B,58908,Midwest,MI,WND,Onshore Wind Turbine
Belle River,6034,Midwest,MI,"DFO, NG, RC",Multiple
Berrien Springs,1753,Midwest,MI,WAT,Conventional Hydroelectric
Big Quinnesec 61,7821,Midwest,MI,WAT,Conventional Hydroelectric
Big Quinnesec 92,7820,Midwest,MI,WAT,Conventional Hydroelectric
Big Turtle Wind Farm 2,65143,Midwest,MI,WND,Onshore Wind Turbine
"Big Turtle Wind Farm, LLC",58891,Midwest,MI,WND,Onshore Wind Turbine
Billerud Quinnesec Mill,50251,Midwest,MI,"BLQ, WDS",Wood/Wood Waste Biomass
"Bingham Solar, LLC",63321,Midwest,MI,SUN,Solar Photovoltaic
Bissell Solar and Battery Generator,65029,Midwest,MI,"MWH, SUN",Multiple
Blue Water Energy Center,62192,Midwest,MI,NG,Natural Gas Fired Combined Cycle
Blue Water Renewables Inc,57706,Midwest,MI,LFG,Landfill Gas
Brent Run Generating Station,54910,Midwest,MI,LFG,Landfill Gas
Brookfield,58719,Midwest,MI,WND,Onshore Wind Turbine
Bryon Center,56851,Midwest,MI,LFG,Landfill Gas
Buchanan (MI),1754,Midwest,MI,WAT,Conventional Hydroelectric
"Bullhead Solar, LLC",64499,Midwest,MI,SUN,Solar Photovoltaic
C W Tippy,1698,Midwest,MI,WAT,Conventional Hydroelectric
Cadillac Renewable Energy,54415,Midwest,MI,WDS,Wood/Wood Waste Biomass
Calhoun Solar,64856,Midwest,MI,--,--
"Captain Solar, LLC",64457,Midwest,MI,SUN,Solar Photovoltaic
Cargill Salt,54965,Midwest,MI,NG,Natural Gas Steam Turbine
Cargill Salt Hersey,58196,Midwest,MI,NG,Natural Gas Steam Turbine
Caro,1874,Midwest,MI,DFO,Petroleum Liquids
Cascade Dam,50436,Midwest,MI,WAT,Conventional Hydroelectric
Cataract (MI),7118,Midwest,MI,WAT,Conventional Hydroelectric
Central Generating,63977,Midwest,MI,LFG,Landfill Gas
Central Michigan University,56190,Midwest,MI,NG,Multiple
Chalk Hill,1776,Midwest,MI,WAT,Conventional Hydroelectric
Chatham,58254,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Cheboygan,50461,Midwest,MI,WAT,Conventional Hydroelectric
Claude Vandyke,1880,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Coldwater Peaking Plant,59467,Midwest,MI,NG,Natural Gas Internal Combustion Engine
"Coldwater Solar, LLC",64458,Midwest,MI,SUN,Solar Photovoltaic
Colfax,1725,Midwest,MI,DFO,Petroleum Liquids
Constantine,1760,Midwest,MI,WAT,Conventional Hydroelectric
Cooke,1700,Midwest,MI,WAT,Conventional Hydroelectric
Coopersville,54756,Midwest,MI,LFG,Landfill Gas
Crescent Wind Park,63686,Midwest,MI,WND,Onshore Wind Turbine
Cross Winds Energy Park,58830,Midwest,MI,WND,Onshore Wind Turbine
Croswell,7497,Midwest,MI,DFO,Petroleum Liquids
Croton,1701,Midwest,MI,WAT,Conventional Hydroelectric
Crystal Falls,1821,Midwest,MI,WAT,Conventional Hydroelectric
DG AMP Solar Coldwater,61435,Midwest,MI,SUN,Solar Photovoltaic
DTE-BRSC Shared Storage,8841,Midwest,MI,--,--
Dafter,1868,Midwest,MI,DFO,Petroleum Liquids
Dan E Karn,1702,Midwest,MI,"NG, SUB",Multiple
Dean,55718,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Dearborn Energy Center,62289,Midwest,MI,NG,Natural Gas Fired Combined Cycle
Dearborn Industrial Generation,55088,Midwest,MI,"BFG, NG",Multiple
Decorative Panels Intl,10149,Midwest,MI,NG,Natural Gas Steam Turbine
"Deerfield Wind Energy, LLC",60883,Midwest,MI,WND,Onshore Wind Turbine
Delray,1728,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Delta Energy Park,63259,Midwest,MI,NG,Multiple
Delta Solar Power I,61954,Midwest,MI,SUN,Solar Photovoltaic
Delta Solar Power II,61955,Midwest,MI,SUN,Solar Photovoltaic
Demille Solar Farm,60346,Midwest,MI,SUN,Solar Photovoltaic
Detour,6369,Midwest,MI,DFO,Petroleum Liquids
Domino Farms Solar,60017,Midwest,MI,SUN,Solar Photovoltaic
Donald C Cook,6000,Midwest,MI,NUC,Nuclear
E.B. Eddy Paper Inc,58222,Midwest,MI,NG,Natural Gas Steam Turbine
Eagle Valley (MI),57405,Midwest,MI,LFG,Landfill Gas
East. Michigan Univ. Heating Plant,59452,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Echo Wind Park,58121,Midwest,MI,WND,Onshore Wind Turbine
Edison Sault,1751,Midwest,MI,WAT,Conventional Hydroelectric
Electric City Solar,64097,Midwest,MI,SUN,Solar Photovoltaic
Erickson Station,1832,Midwest,MI,SUB,Conventional Steam Coal
Escanaba Mill,10208,Midwest,MI,BLQ,Wood/Wood Waste Biomass
F.D. Kuester Generating Station,61392,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Fairbanks Wind Park,62815,Midwest,MI,WND,Onshore Wind Turbine
Fermi,1729,Midwest,MI,"DFO, NUC",Multiple
Five Channels,1704,Midwest,MI,WAT,Conventional Hydroelectric
Foote,1705,Midwest,MI,WAT,Conventional Hydroelectric
Ford World Headquarters,60018,Midwest,MI,SUN,Solar Photovoltaic
Four Mile Hydropower Project,54341,Midwest,MI,WAT,Conventional Hydroelectric
Frank Jenkins,1851,Midwest,MI,DFO,Petroleum Liquids
"Fremont Community Digester, LLC",59785,Midwest,MI,OBG,Other Waste Biomass
French Landing Dam,50437,Midwest,MI,WAT,Conventional Hydroelectric
French Paper Hydro,10656,Midwest,MI,WAT,Conventional Hydroelectric
GRS Arbor Hills,55596,Midwest,MI,LFG,Landfill Gas
GRS C&C,55597,Midwest,MI,LFG,Landfill Gas
Garden 1 Solar Park,65497,Midwest,MI,SUN,Solar Photovoltaic
Garden 2 Solar Park,65498,Midwest,MI,SUN,Solar Photovoltaic
Gaylord - Wolverine,7932,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
"Geddes 1 Solar, LLC",64459,Midwest,MI,SUN,Solar Photovoltaic
"Geddes 2 Solar, LLC",64498,Midwest,MI,SUN,Solar Photovoltaic
Genesee Power Station LP,54751,Midwest,MI,WDS,Wood/Wood Waste Biomass
George Johnson,1877,Midwest,MI,"DFO, NG",Multiple
Gladstone,7119,Midwest,MI,DFO,Petroleum Liquids
Grand Blanc Generating Station,54757,Midwest,MI,LFG,Landfill Gas
Grand Rapids,1787,Midwest,MI,WAT,Conventional Hydroelectric
Grand River,10532,Midwest,MI,LFG,Landfill Gas
Grand Valley Solar Gardens,60118,Midwest,MI,SUN,Solar Photovoltaic
Gratiot County Wind LLC,58677,Midwest,MI,WND,Onshore Wind Turbine
Gratiot Farms Wind Project,63687,Midwest,MI,WND,Onshore Wind Turbine
Gratiot Wind Park,57421,Midwest,MI,WND,Onshore Wind Turbine
Grayling Generating Station,10822,Midwest,MI,WDS,Wood/Wood Waste Biomass
Green Lake Solar,63019,Midwest,MI,SUN,Solar Photovoltaic
Greenwood (MI),6035,Midwest,MI,NG,Multiple
Greenwood Solar Farm,60019,Midwest,MI,SUN,Solar Photovoltaic
Hancock,1730,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Hardy,1707,Midwest,MI,WAT,Conventional Hydroelectric
Hart,1827,Midwest,MI,"DFO, NG",Multiple
Harvest,56635,Midwest,MI,WND,Onshore Wind Turbine
Harvest 2,57888,Midwest,MI,WND,Onshore Wind Turbine
"Hazel Solar, LLC",64497,Midwest,MI,SUN,Solar Photovoltaic
Hemlock Falls,1777,Midwest,MI,WAT,Conventional Hydroelectric
"Hendershot Solar, LLC",64496,Midwest,MI,SUN,Solar Photovoltaic
Henry Station,7399,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Heritage Garden Wind Farm I LLC,58103,Midwest,MI,WND,Onshore Wind Turbine
Hillsdale,1829,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Hodenpyl,1708,Midwest,MI,WAT,Conventional Hydroelectric
Hoist,7115,Midwest,MI,WAT,Conventional Hydroelectric
Holland Energy Park,59093,Midwest,MI,NG,Natural Gas Fired Combined Cycle
Hydro Plant,1856,Midwest,MI,WAT,Conventional Hydroelectric
IKEA Canton Rooftop PV System,62677,Midwest,MI,SUN,Solar Photovoltaic
Indeck Niles Energy Center,55460,Midwest,MI,NG,Natural Gas Fired Combined Cycle
"Interchange Solar, LLC",64470,Midwest,MI,SUN,Solar Photovoltaic
Isabella Wind Park,63601,Midwest,MI,WND,Onshore Wind Turbine
J H Campbell,1710,Midwest,MI,SUB,Conventional Steam Coal
"Jack Francis Solar, LLC",64460,Midwest,MI,SUN,Solar Photovoltaic
Jackson Generating Station,55270,Midwest,MI,NG,Natural Gas Fired Combined Cycle
James R Smith,1842,Midwest,MI,WAT,Conventional Hydroelectric
John H Warden,1772,Midwest,MI,WDS,Wood/Wood Waste Biomass
Kalamazoo River Generating Station,55101,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Kalkaska CT #1,7984,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Kent County Waste to Energy Facility,50860,Midwest,MI,MSW,Municipal Solid Waste
Kingsford,1778,Midwest,MI,WAT,Conventional Hydroelectric
Kleber,1871,Midwest,MI,WAT,Conventional Hydroelectric
Lake Winds Energy Park,57984,Midwest,MI,WND,Onshore Wind Turbine
Lansing BWL REO Town Plant,58427,Midwest,MI,NG,Natural Gas Fired Combined Cycle
Lennon Generating,59436,Midwest,MI,LFG,Landfill Gas
"Letts Creek Solar, LLC",64568,Midwest,MI,SUN,Solar Photovoltaic
Livingston Generating Station,55102,Midwest,MI,NG,Natural Gas Fired Combustion Turbine
Lorin Industries,60102,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Loud,1712,Midwest,MI,WAT,Conventional Hydroelectric
Ludington,1713,Midwest,MI,WAT,Hydroelectric Pumped Storage
Lyons Road,65347,Midwest,MI,SUN,Solar Photovoltaic
M72 West Solar,63660,Midwest,MI,SUN,Solar Photovoltaic
MSC Croswell,57950,Midwest,MI,NG,Natural Gas Steam Turbine
MSC Sebewaing,57949,Midwest,MI,BIT,Conventional Steam Coal
Macbeth Solar,65346,Midwest,MI,SUN,Solar Photovoltaic
Main Street (MI),1853,Midwest,MI,DFO,Petroleum Liquids
Manistique,1750,Midwest,MI,DFO,Petroleum Liquids
Marquette Energy Center,60559,Midwest,MI,NG,Natural Gas Internal Combustion Engine
Marshall (MI),1844,Midwest,MI,"NG, WAT",Multiple
"May Shannon Solar, LLC",64461,Midwest,MI,SUN,Solar Photovoltaic
